ID,Grupo,UM,ES,LV
1,3,24,15,3
2,3,7,9,7
3,3,10,0,0
4,3,6,7,6
5,3,24,21,8
6,3,3,4,0
7,3,41,16,9
8,3,13,3,3
9,3,0,0,0
10,3,26,16,3
11,3,0,2,1
12,3,15,5,8
13,3,15,23,9
14,3,18,10,9
15,3,41,12,9
16,3,30,12,6
17,3,0,10,3
18,3,20,6,1
19,3,14,3,4
20,3,14,12,5
21,3,31,20,6
22,3,7,5,1
23,3,6,16,8
24,3,10,5,6
25,3,0,0,0
26,3,15,15,5
27,3,34,11,7
28,3,28,8,6
29,3,5,3,0
30,3,19,23,3
31,3,0,3,0
32,3,32,7,4
33,3,33,19,3
34,3,33,17,7
35,3,11,5,6
36,3,39,15,6
